camera-flex,https://store.ui.com/collections/unifi-protect/products/unifi-video-g3-flex-camera
cloud-key,https://store.ui.com/collections/unifi-protect/products/unifi-cloudkey-plus
dream-router,https://store.ui.com/collections/unifi-network-unifi-os-consoles/products/dream-router
wifi-g3-instant,https://store.ui.com/collections/unifi-protect/products/unifi-protect-g3-instant-camera
udm-pro,https://store.ui.com/collections/unifi-network-unifi-os-consoles/products/udm-pro
ap-6-lite,https://store.ui.com/collections/unifi-network-wireless/products/unifi-ap-6-lite
door-bell,https://store.ui.com/collections/unifi-protect/products/uvc-g4-doorbell
